id,id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,price_period,title,description,property_type,operation_type,details,additionals,services,l4,l5,l6
608,608,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4156639,-34.5876219,Argentina,Capital Federal,Palermo,1.0,,1.0,41.0,41.0,,USD,,"Güemes Al 3700 - Departamento en Venta en Palermo, CABA de 41 m2, 1 baño, a .","LINDISIMO MONOAMBIENTE SUPER DIVISIBLE CON BALCÓN, BAÑO Y TOILETTE - PARRILLA - APTO PROFESIONAL<br><br><br>Excelente unidad al frente con balcón de 3.96 x 1.40 (orientación NE) - Súper luminoso - Acceso por hall a ambiente con clara división de sector de cocina con conexión para lavarropas, comedor y área de dormitorio. Baño principal completo y toilette de recepción.&nbsp; Medidas área de estar: 3,87 x 3,53. Area de dormitorio: 2,58 x 3,85. Terraza con parrilla. APTO PROFESIONAL.<br>Edificio de 9 pisos con 4 departamentos por piso. Luz y Gas. Agua caliente central con 4 termotanques de alta recuperación y bombas presurizadoras. Pisos de porcelanato símil madera.&nbsp; Pre instalación de AA. Ascensor. Portero eléctrico. Bajas expensas. Apto profesional.<br><br>Ideal estudiantes, renta temporaria, estudios, etc.<br>Zona ideal por proximidad a subte línea D,&nbsp; Avenida Santa Fe, Avenida Scalabrini Ortiz, Alto Palermo, Plaza Güemes, Botánico y universidad de Palermo.<br>Expensas $ 8480.- (incluyen aysa y abl) Ene 2022<br><br> <br> <br><br>Las medidas y superficies consignadas en la presente son aproximadas y no resultan vinculantes. Los datos definitivos son los que surgen del título de propiedad. <br>ADVERTENCIA IMPORTANTE: Los montos especificados de expensas, servicios, tasas e impuestos responden a una declaración del propietario el día que fue visitada la propiedad por nuestro personal. Favor requerir verificación del monto actualizado antes de concretar la operación. La venta de este inmueble está sujeta a la tramitación del Código de Transferencia de Inmuebles (COTI) de conformidad con la normativa vigente (Res. AFIP 2371/08, 2439/08 y ccs.) por parte del propietario.",Departamento,Venta,"Superficie 41m2, Ambientes 1, Baños 1, Toilette 1, Cantidad de pisos 1","Aire Acondicionado, Aceptan Mascotas, Balcón, Terraza","Gas, Luz",,,
631,631,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4155243331,-34.5939436041,Argentina,Capital Federal,Palermo,6.0,5.0,4.0,257.1,257.1,,USD,,"Honduras Al 3700 Entre  Bulnes Y Coronel Diaz - Departamento en Venta en Palermo, CABA de 257.1 m2 con 5 dormitorios, 4 baños, a .","VENTA CON RENTA DUPLEX ALTO DE 257m² CON TERRAZA PROPIA, 2 COCHERAS Y BAULERA<br>Ubicado en av Honduras entre Avenida Coronel Diaz y Bulnes. <br><br>Moderno dúplex TIPO CASA. Piso alto y super luminoso. Impecable! Pisos entablonados. Planta Inferior: amplio recepción de living -comedor apaisado a balcón aterrazado al frente. Toilette. 3 dormitorios, principal en suite con amplio vestidor. Segundo baño completo. Cocina con comedor diario. <br>Planta Superior: Playroom o escritorio de 30m² con piso entablonado, y salida a balcón al frente. Dormitorio con salida a gran terraza de 38m², dependencia de servicio/escritorio o 5º dormitorio. Baño con ducha. Dos cocheras fijas, independientes por montacarga en S.S. (con posibilidad de guardar uno tercer coche chico). Baulera.<br>Vigilancia ojo de halcón.<br>Cercano a Alto Palermo y del Boulevard Charcas<br><br>IMPORTANTE: ESTOS PRECIOS ESTÁN SUJETOS A APROBACIÓN DEL PROPIETARIO<br><br> <br><br>TASAMOS TU PROPIEDAD EN EL DIA<br>Contamos con profesionales especialmente entrenados para tasar el valor real de los inmuebles y establecer los criterios adecuados para la cotización del mismo, respetando el patrimonio del cliente que nos confía su propiedad. <br>MATRICULA CUCICBA 3512",Departamento,Venta,"Superficie 257.1m2, Ambientes 6, Baños 4, Cocheras 2, Dormitorios 5, Toilette 1, Antigüedad15 años, Cantidad de pisos 11","Seguridad, Balcón, Terraza","Gas, Luz",,,
642,642,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4442897,-34.5947209,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,80.8,80.8,,USD,,"Corrientes Al 4600 - Departamento en Venta en Villa Crespo, CABA de 80.8 m2 con 2 dormitorios, 1 baño, a .","Se deja constancia que los m2 son aproximados, al igual que las medidas parciales y el valor consignado de las expensas mensuales (en caso que corresponda pago de expensas) están sujetos a verificación y/o ajustes, el precio del inmueble puede ser modificado sin previo aviso. En el caso de tratarse de un inmueble en construcción los detalles de terminación y la fecha de entrega están sujetos a revisión. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. En caso de tratarse de un terreno, la información de m2 construibles es orientativa, debiendo ser constatada por el interesado. Inmueble no accesible para personas con discapacidad física LEY 5115. Únicamente en el caso de tratarse de alquiler de vivienda familiar, rige lo indicado en la LEY 5859.",Departamento,Venta,"Superficie 80.8m2, Ambientes 3, Baños 1, Dormitorios 2, Toilette 1, Antigüedad40 años, Cantidad de pisos 14",Seguridad,,,,
663,663,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.3610175,-34.611181,Argentina,Capital Federal,Puerto Madero,3.0,2.0,2.0,280.0,280.0,,USD,,"Departamento  En Venta Con Excelente Vista En Le Parc, Puerto Madero - Departamento en Venta en Puerto Madero, CABA de 280 m2 con 2 dormitorios, 2 baños, a .000.","Departamento en piso alto con excelente vista en Venta en Le Parc - Puerto Madero<br>-Master dormitorio con vestidor, más 1 dormitorio. ( se hizo reforma, antes era de 3 dormitorios).<br>- Todos los placares tienen leds.<br>- Todos los ambientes con AA.<br>- Pantalla que queda.<br>-2 cocheras<br>-1 baulera muy grande<br>-Piso alto, excelente vista<br>-Dependencia de servicio<br>AMENITIES: Piscinas para adultos y para niños rodeadas de amplios jardines parquizados. Solarium. barra-bar. Juegos al aire libre y sala de juegos para niños. Gimnasio-Sauna. Salón de usos múltiples con vistas al jardín del complejo y terrazas propias. Vestuarios y sanitarios con duchas para personal de servicio. Lavandería. Lavadero de autos. Estacionamiento de cortesía para visitas. Seguridad 24 hrs",Departamento,Venta,"Superficie 280m2, Ambientes 3, Baños 2, Cocheras 2, Dormitorios 2, Toilette 1, Cantidad de pisos 1","Pileta, SUM, Laundry, Gimnasio, Terraza","Gas, Luz",,,
667,667,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.3912132,-34.5956884,Argentina,Capital Federal,Recoleta,5.0,4.0,3.0,317.66,317.66,,USD,,"Av. Santa Fe Al 1600 Entre Rodríguez Peña Y Montevideo - Departamento en Venta en Recoleta, CABA de 317.66 m2 con 4 dormitorios, 3 baños, a .","VENTA PISO DE 5 AMBIENTES CON DEPENDENCIA EN RECOLETA<br>Ubicado en Av. Santa Fe entre Rodríguez Peña y Montevideo, a una cuadra de Av. Callao<br><br>Exquisito piso en edificio estilo francés, construido en el año 1910, por el mismo arquitecto que construyo el teatro Colon, de 3 pisos con un ascensor. Refaccionado a nuevo hace 15 años por el arquitecto Terranova. Al ingresar a la unidad, con diseño art deco, se distingue una amplia sala de recepción, con techos altos y pisos de roble de eslavonia en todo el living comedor y dormitorios, combinado con un piso de cemento alisado en pasillos de distribución y porcelanatos de primera calidad en cocina y baños. Gran living comedor con hogar, family room, 3 dormitorios más una master suite que ventila al jardín del edificio con vista a verde. Cuenta con una dependencia de en la terraza del edificio, en piso 4to, de 53m². Calefacción por 4 placas eléctricas. Hall recibidor, escritorio, comedor y un dormitorio con hogar al frente. Detalles de categoría. Excelente calidad de materiales, sobriedad y distinción en todos los ambientes. Ideal para diplomáticos, embajadores o extranjeros. <br><br>IMPORTANTE: ESTOS PRECIOS ESTÁN A SUJETOS A APROBACIÓN DEL PROPIETARIO<br><br>TASAMOS TU PROPIEDAD EN EL DIA<br>Contamos con profesionales especialmente entrenados para tasar el valor real de los inmuebles y establecer los criterios adecuados para la cotización del mismo, respetando el patrimonio del cliente que nos confía su propiedad. <br>MATRICULA CUCICBA 3512",Departamento,Venta,"Superficie 317.66m2, Ambientes 5, Baños 3, Dormitorios 4, Toilette 2, Antigüedad109 años, Cantidad de pisos 3","Aire Acondicionado, Family Room, Terraza","Gas, Luz",,,
702,702,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.3768155,-34.6293704,Argentina,Capital Federal,Barracas,5.0,4.0,4.0,235.0,235.0,,USD,,"Montes De Oca Al 100 - Departamento en Venta en Barracas, CABA de 235 m2 con 4 dormitorios, 4 baños, a .","Increíble departamento de&nbsp; 5 ambientes&nbsp; en el emblemático Edificio MOCA<br>Excelente departamento de 235 m2 en el barrio de Barracas.&nbsp;<br><br> El departamento posee 5 ambientes ,4 cuartos y&nbsp; 4 baños.&nbsp;Al ingresar nos encontramos con un enorme living comedor en L (9 x 4 m y 9 x 4 ), con salida a balcón con parilla privada.&nbsp;Posee una superficie total de 235 m2 totales.&nbsp;<br><br>Todos sus ambientes son muy amplios y luminosos.&nbsp; Presenta una orientación Este. Los techos de todos sus ambientes presentan una altura de 5 metros.&nbsp;Posee una Cocina amplia con espacio y conexión para lavarropas, lavavajillas, heladera, microondas. Múltiples alacenas y bajo mesadas. Cocina a gas con horno.<br>El Dormitorio principal (4 x 4 m) con baño en suite y doble placard de pared a pared y de piso a techo.&nbsp;Segundo dormitorio (3, x 3 m) con placard.Tercer dormitorio 4 x4 con doble placard de pared a pared y doble altura&nbsp; con baño en suiteCuarto dormitoiro de 4 x4.&nbsp;<br>Calefacción por caldera y radiadores. Agua caliente individual.Splits de aire acondicionado en todos los ambientes.Red en el balcónBalcón con mesa y parrilla.Una cochera cómoda en planta baja de 12,50 m2.Una baulera en planta baja de 2 m2.<br>AMENITIES DE CATEGORIA: pileta semi olímpicapileta cubierta y climatizada.Sauna.SPAJacuzziSumparrillas,quincho,laundry.Seguridad las 24 hs,,parque de 3100m2 con parrillas,plaza de niños,gimnasio muy bien equipado,dos piletas semiolímpicas (descubierta)&nbsp;con amplio solarium (29 mts de largo, 7 mts de ancho y 3 mts de profundidad), piscina cubierta climatizada (25 mts de largo, 5 mts de ancho y 2 mts de profundidad);microcine,Seguridad 24 hs, en todos los accesos, sistema cerrado de TV, alarmas contra incendio, cocheras cubiertas, bicicleteros.<br><br><br>Más información sobre MOCA:La obra realizada fue el reciclaje de la antigua fábrica de Bagley para la localización de viviendas con estacionamientos, locales comerciales y servicios.El edificio se encuentra en al barrio de Barracas, sobre la avenida Montes de Oca al 100, con aproximadamente 143 m de frente sobre dicha avenida, al lado de Constitución.La construcción existente consistía en una gran estructura de hormigón armado de gran calidad de diseño del Ing. Delpini de la década del ‘40.La fachada principal hacia Montes de Oca es la de un ‘edificio ciudad’ de más de 140 mts. de longitud.En ella se distinguen dos grandes puertas verticales existentes, restauradas en revestimiento veneciano de color rojo lacre variable y antepechos de acero inoxidable.Hacia el contrafrente, un gran parque de 3.100 m2, con área de esparcimiento, piscinas olímpicas y área de niños, remata sobre una fachada verde enmarcada en una línea continua de eucaliptos.La unidad se encuentra en perfecto estado de conservaciòn.&nbsp;Se destaca que todas las ventanas son de doble vidrio e importadas.Grandes ascensores. Posee cochera propia fija y cubierta. Baulera<br><br><br>Se deja constancia que las medidas, superficies, m2 y proporciones consignadas son aproximados, al igual que las medidas parciales y/o de los ambientes esta sujeto a verificación y/o ajuste. El valor indicado de expensas esta sujeto a variación. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual<br>Click Aparts Negocios *** /86<br><br> <br><br>---<br>Se deja constancia que las medidas, superficies, m2 y proporciones consignadas son aproximados, al igual que las medidas parciales y/o de los ambientes esta sujeto a verificación y/o ajuste. El valor indicado de expensas esta sujeto a variación. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual.<br>---<br><br>CLICK APARTS <br><br>Contáctenos :<br><br><br><br>E-mail : ***<br>Web: /<br>Facebook: /<br>Instagram: /",Departamento,Venta,"Superficie 235m2, Ambientes 5, Baños 4, Cocheras 1, Dormitorios 4, Antigüedad15 años","Pileta, SUM, Laundry, Gimnasio, Balcón",,,,
788,788,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4609785,-34.5534919,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,76.02,76.02,,USD,,"Cuba Al 2800 - Departamento en Venta en Nuñez, CABA de 76.02 m2 con 1 dormitorio, 1 baño, a .","NUÑEZ VENTA DEPARTAMENTO A ESTRENAR<br>Departamento - Nuñez Venta a Estrenar Dos Ambientes Luminoso con patio<br><br>Diseño moderno y Excelente calidad constructiva. Super luminoso.<br>Amplio living con Cocina completa integrada. Anafe, horno y extractor de acero inoxidable eléctrico sobre mesada de granito doble.<br>Toilette de recepción completo.<br>Dormitorio en suite.<br>Excelentes terminaciones. Puertas altas. Detalles de diseño. Interiores de placards completos.<br>Grifería FV de alta calidad. Cerámicos y artefactos sanitarios exclusivos. Mesada de Mármol y espejo instalado.<br>Termotanque. Carpintería de aluminio anodizado, Aberturas de DVH para asegurar el comfort interno.<br>Pisos de cerámicos símil madera. Equipos de Aires Acondicionado Frío / Calor instalados.<br><br>Edificio de lindisima entrada con diseño moderno.<br>Dos unidades por piso.<br>Son ocho pisos.<br>Con amenities Parrilla, Sum, Terraza, Solarium y Jacuzzi.<br>Hall de entrada con iluminación LED y sistema de control seguridad 24hs. Instalación de Grupo Electrógeno e iluminación de emergencia automática. Cocheras en PB (opcional) con portón automático.",Departamento,Venta,"Superficie 76.02m2, Ambientes 2, Baños 1, Dormitorios 1, Toilette 1, Cantidad de pisos 8","Patio, SUM, Terraza","Gas, Luz",,,
851,851,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4305782,-34.5793457,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,47.0,47.0,,USD,,"Fray Justo Santamaría De Oro 2800, Entre Av. Cerviño Y Demaría - Departamento en Venta en Palermo, CABA de 47 m2 con 1 dormitorio, 1 baño, a .","A DOS CUADRAS LOS BOSQUES DE PALERMO Y TRES DE LA ESTACIÓN ""PALERMO"" DE SUBTE DFray Justo Santamaría de Oro entre Av. Cerviño y Demaría. Excelente ubicación de muy fácil acceso.<br><br>PB: Hall de entrada. Toilette de recepción. Luminoso living comedor con cocina americana con muebles completos, artefacto a gas y barra desayunadora. <br>PA: Dormitorio con placard con puertas corredizas espejadas, y baño en suite.<br>Cuenta con: Aire acondicionado: sistema ""Split"", equipos en todos los ambientes. Calefacción Central con control individual en cada unidad. Cocina: Mesada de granito - Porcelanito en piso y pared - grifería monocomando. Baño en planta alta y toilette en planta baja: Porcellanato en piso y pared.<br>Según titulo de propiedad: 6° piso: superficie cubierta y total de 23,02m² + 7° piso: sup. cub. y total 17,08m²; siendo un total de 40,10m². <br>LA SUPERFICIE REAL ES DE 47m² YA QUE EL 7° PISO TIENE UNA EXTENSIÓN!<br>Opcional en u$s 26.000 Cochera fija y cubierta en 1° S.S.<br>AMENITIES: Portero Visor - Piscina - Solarium.<br><br>IMPORTANTE: ESTOS PRECIOS ESTAN A SUJETOS A APROBACION DEL PROPIETARIO<br> <br><br>TASAMOS TU PROPIEDAD EN EL DIA<br>Contamos con profesionales especialmente entrenados para tasar el valor real de los inmuebles y establecer los criterios adecuados para la cotización del mismo, respetando el patrimonio del cliente que nos confía su propiedad. <br>MATRICULA CUCICBA 3512",Departamento,Venta,"Superficie 47m2, Ambientes 2, Baños 1, Dormitorios 1, Toilette 1, Antigüedad5 años, Cantidad de pisos 10","Pileta, Calefacción","Gas, Luz",,,
934,934,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4400986,-34.5863439,Argentina,Capital Federal,Palermo,3.0,,1.0,75.0,75.0,,USD,,"Niceto Vega Al 5600 - Departamento en Venta en Palermo, CABA de 75 m2, 1 baño, a .","Excelente Departamento en Niceto Vega 5662 - Palermo Hollywood&nbsp;<br>* 2° piso al frente orientación NE* APTO USO PROFESIONAL <br>* Unidad con muchos detalles de diseño y confort.* Actualmente se encuentra equipado, como ""estudio"" pero fácilmente se transforma en un 3 ambientes muy comodo<br>* Semipiso tipo loft muy amplio desarrollado en una planta, básicamente inscripto en una superficie rectangular de 8,66m x 9m con un volumen en su interior, a modo de isla que conforma el baño, y cocina, a partir de este se genera la división de los 3 ambientes, ayudado por un panel móvil, que da privacidad ocasionalmente a un sector mas intimo (dormitorio o privado), gran ventanal corrido de todo el ancho con maceteros.<br>* Cuenta con calefacción por piso radiante, 2 equipos de aire acondicionado, cortinas roller, artefactos de iluminacion, excelente y moderno mobiliario distribuidos en 6 puestos de trabajo,<br><br>* Valor de venta de la unidad sin equipamiento: U$S 265.000 <br>* Valor de venta de la unidad con equipamiento: U$S 275.000 <br>* Cochera optativa : U$S 25.000<br>&nbsp;* El edificio es de mucha calidad, cuenta con pileta climatizada, gimnasio, laundry, SUM con parrilla, jardines, bauleras, etc* Ubicado en Niceto Vega entre Bompland y Fitz Roy",Departamento,Venta,"Superficie 75m2, Ambientes 3, Baños 1, Antigüedad4 años, Cantidad de pisos 9","Seguridad, Aire Acondicionado, SUM, Laundry, Gimnasio, Aceptan Mascotas",,,,
935,935,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.383043,-34.621638,Argentina,Capital Federal,Constitución,1.0,,1.0,24.0,24.0,,USD,,"Salta Al 1100 - Departamento en Venta en Constitución, CABA de 24 m2, 1 baño, a .","Monoambiente al contrafrente&nbsp;<br>Piso alto, muy luminoso y con vista abierta.<br><br><br>Sobre calle Salta, entre Av. San Juan y Humberto 1°.<br>A una cuadra de Av. 9 de Julio y a 2 cuadras de Estaciones de Subte E y C<br><br><br>• Cocina integrada con anafe eléctrico<br>• Termotanque individual eléctrico, instalado bajo mesada<br>• Baño con ducha - conexión para lavarropas y 2 placares auxiliares<br>• Reciclado completamente - Instalación eléctrica y de gas a nuevo (gas habilitado)<br>• Expensas período enero 2022 = $4800<br><br><br>Según art. 1° de la Ley 5115 C.A.B.A. el inmueble ofrecido se clasifica como accesible.<br><br><br><br>Información importante:<br>Los planos, medidas, fotos y valores de expensas, impuestos y/o servicios informados en este anuncio son aproximados. Los mismos han sido provistos por el propietario y pueden quedar desactualizados por el transcurso del tiempo.<br><br>Artículo 4° Ley 2340- Ente responsable. La matrícula de los corredores inmobiliarios estará a cargo del ente público no estatal, con independencia funcional de los poderes del Estado que se crea por esta ley.<br>Ley 5115 - publicación de accesibilidad a los inmuebles<br>Artículo 1º.- Los avisos publicados por corredores inmobiliarios por cualquier medio gráfico o informático, que promuevan operaciones inmobiliarias, deberán contener información acerca de las condiciones de accesibilidad para las personas con discapacidades físicas.<br>Artículo 2º.- Los avisos mencionados en el art. 1° incluirán un indicador gráfico de accesibilidad y/o la palabra ""accesible""<br>Art. 10 de Ley 2340 ""Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes"".",Departamento,Venta,"Superficie 24m2, Ambientes 1, Baños 1, Antigüedad70 años, Cantidad de pisos 9",,,,,
942,942,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.40887,-34.60865,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,55.0,55.0,,USD,,"Tucumán Al 3300 - Departamento en Venta en Almagro, CABA de 55 m2 con 2 dormitorios, 1 baño, a .","Semipiso al frente con balcón a 1 cuadra de Avda. Córdoba,&nbsp; próximo a Avda. Corrientes, subte B, colectivos.&nbsp; Faltan arreglos generales, y pintura, tiene conexión para lavarropas, pisos&nbsp; alfombrados y grandes placards. Super luminoso.&nbsp;&nbsp;<br><br><br><br>Se deja constancia que los m2 son aproximados, al igual que las medidas parciales y el valor consignado de las expensas mensuales (en caso que corresponda pago de expensas) están sujetos a verificación y/o ajustes, el precio del inmueble puede ser modificado sin previo aviso. En el caso de tratarse de un inmueble en construcción los detalles de terminación y la fecha de entrega están sujetos a revisión. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. En caso de tratarse de un terreno, la información de m2 construibles es orientativa, debiendo ser constatada por el interesado. Inmueble no accesible para personas con discapacidad física LEY 5115. Únicamente en el caso de tratarse de alquiler de vivienda familiar, rige lo indicado en la LEY 5859.",Departamento,Venta,"Superficie 55m2, Ambientes 3, Baños 1, Dormitorios 2, Antigüedad50 años",Balcón,,,,
949,949,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4223903693,-34.5911073267,Argentina,Capital Federal,Palermo,1.0,,1.0,43.85,43.85,,USD,,"Gascón Al 1600, Entre Julián Álvarez Y Araoz - Departamento en Venta en Palermo, CABA de 43.85 m2, 1 baño, a .","AMPLIO SEMIPISO DIVISIBLE APTO PROFESIONAL<br><br><br>1 ambiente amplio divisible de 43,85 m², ideal para tener un 2 ambientes. Balcón al frente. Muy luminoso. Baño completo. Cocina americana con pisos de porcellanato, mesada de silestone, muebles completos y, anafe de 4 hornallas y horno eléctricos. Agua caliente central. Carpinterías de aluminio,<br>AMENITIES: Laundry en PB.<br><br>Edificio de 9 Pisos; 2 deptos. por piso.&nbsp; Agua caliente central. Placard espejado con interiores completos. Pisos de Porcellanato opacos. Cuenta con caños internos para instalación de aires acondicionados tipo split.<br>Aysa incluida en expensas.<br><br>IMPORTANTE: ESTOS PRECIO ESTÁN A SUJETOS A APROBACIÓN DEL PROPIETARIO<br><br>Matrícula 1297 - CUCICBA<br>Ley 5115 - Inmueble no accesible para personas con discapacidad física.<br> <br><br> <br><br>TASAMOS TU PROPIEDAD EN EL DIA<br>Contamos con profesionales especialmente entrenados para tasar el valor real de los inmuebles y establecer los criterios adecuados para la cotización del mismo, respetando el patrimonio del cliente que nos confía su propiedad. <br>MATRICULA CUCICBA 3512",Departamento,Venta,"Superficie 43.85m2, Ambientes 1, Baños 1, Antigüedad7 años, Cantidad de pisos 9","Laundry, Balcón",Luz,,,
950,950,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4457287,-34.5624899,Argentina,Capital Federal,Belgrano,5.0,4.0,3.0,251.0,251.0,,USD,,"Virrey Del Pino Al 1700 - Departamento en Venta en Belgrano, CABA de 251 m2 con 4 dormitorios, 3 baños, a .000.","EXCELENTE PISO EN TORRE DEL VIRREY - AMENITIES - 3 COCHERAS FIJAS CUBIERTAS - BAULERA<br>225 metros cubiertos + 26 metros semi cubiertos<br>Edificio en torre de categoría con seguridad permanente - 3 cocheras fijas cubiertas en primer subsuelo - Cocheras de cortesía - Amenities: SUM, parrilla, pileta, gym, sauna. Impecable estado!<br>Acceso por palier privado y cerradura inteligente, hall de recepción, living y comedor apaisados a balcón al frente con Balconfort. Escritorio/ Play - Toilette - Cocina con comedor diario. Lavadero. Dependencias de servicio con baño. Gran suite con vestidor.&nbsp; Suite junior. Dos dormitorios más compartiendo baño.<br>IMPECABLE ESTADO Y TERMINACIONES - Agua caliente individual - Aire central - Calefacción central - Sistema VRV - Baulera<br>Expensas feb 22 $ 80.000.- (incluyen aysa) -&nbsp;<br><br> <br> <br><br>Las medidas y superficies consignadas en la presente son aproximadas y no resultan vinculantes. Los datos definitivos son los que surgen del título de propiedad. <br>ADVERTENCIA IMPORTANTE: Los montos especificados de expensas, servicios, tasas e impuestos responden a una declaración del propietario el día que fue visitada la propiedad por nuestro personal. Favor requerir verificación del monto actualizado antes de concretar la operación. La venta de este inmueble está sujeta a la tramitación del Código de Transferencia de Inmuebles (COTI) de conformidad con la normativa vigente (Res. AFIP 2371/08, 2439/08 y ccs.) por parte del propietario.",Departamento,Venta,"Superficie 251m2, Ambientes 5, Baños 3, Cocheras 3, Dormitorios 4, Toilette 1, Antigüedad25 años","Seguridad, Calefacción, SUM, Gimnasio, Aceptan Mascotas, Balcón","Gas, Luz",,,
